open,max,min,close
1.43531,1.43538,1.43483,1.43525
1.43513,1.43528,1.4346,1.43488
1.43478,1.43498,1.43427,1.43454
1.43459,1.43497,1.43415,1.43482
1.43485,1.4352,1.43453,1.43475
1.43476,1.4349,1.43424,1.43465
1.43466,1.43486,1.43428,1.4344
1.43439,1.43453,1.43364,1.43399
1.43377,1.43427,1.43372,1.43408
1.43401,1.43417,1.43374,1.43402
1.43396,1.43409,1.43345,1.4336
1.43379,1.43406,1.43338,1.43373
1.43365,1.43376,1.43333,1.43343
1.43372,1.43388,1.43333,1.43366
1.43368,1.43392,1.43353,1.43374
1.43372,1.43381,1.4334,1.43381
1.43392,1.43392,1.43342,1.43356
1.43354,1.43388,1.43349,1.43374
1.43349,1.43377,1.43333,1.43358
1.43354,1.43358,1.43245,1.43267
1.43274,1.4329,1.43254,1.43267
1.43274,1.43294,1.43234,1.43255
1.43253,1.43277,1.43226,1.43263
1.43267,1.43288,1.43244,1.43245
1.43238,1.43285,1.4323,1.4328
1.43276,1.43365,1.43273,1.43364
1.43268,1.43288,1.43259,1.43267
1.43288,1.43323,1.4327,1.43323
1.43339,1.43344,1.43311,1.43328
1.43323,1.4333,1.43282,1.43297
1.43291,1.433,1.43279,1.43297
1.43312,1.4332,1.43271,1.43271
1.43299,1.43305,1.43277,1.43298
1.43297,1.43308,1.43253,1.43271
1.43295,1.433,1.43288,1.43293
1.43287,1.43318,1.43284,1.43296
1.43316,1.43336,1.43305,1.43325
1.43322,1.43329,1.4328,1.43303
1.43298,1.4332,1.4328,1.43301
1.43281,1.43323,1.43271,1.43311
1.43315,1.43328,1.43302,1.43317
1.43317,1.43323,1.43264,1.4329
1.43283,1.43303,1.43253,1.4328
1.4326,1.43282,1.43234,1.43245
1.43258,1.43266,1.43214,1.43237
1.43231,1.43254,1.4322,1.43242
1.43249,1.43255,1.43231,1.43243
1.43243,1.43287,1.4323,1.43276
1.43267,1.43289,1.43263,1.43275
1.43261,1.43272,1.43254,1.43272
1.43278,1.43287,1.4326,1.43273
1.43258,1.43286,1.43253,1.43265
1.43277,1.43289,1.4325,1.4325
1.43269,1.43287,1.4326,1.43282
1.43267,1.43284,1.43245,1.43271
1.43256,1.43289,1.4325,1.43274
1.43274,1.433,1.43268,1.43275
1.43286,1.43297,1.43261,1.43293
1.43286,1.43309,1.43283,1.43287
1.43267,1.43295,1.4326,1.43289
1.43289,1.43302,1.43289,1.43301
1.43293,1.43303,1.43269,1.43303
1.43277,1.4329,1.4324,1.43255
1.43245,1.43259,1.43231,1.43242
1.43252,1.43259,1.43232,1.43244
1.43244,1.43258,1.43221,1.43248
1.43251,1.43271,1.43233,1.43245
1.43251,1.43271,1.43237,1.43256
1.43254,1.43268,1.43241,1.43244
1.43235,1.4327,1.43223,1.43254
1.43255,1.43261,1.43249,1.43253
